Timestamp,Event,Coin1,Price1,Amount1,Coin2,Price2,Amount2,Coin3,Price3,Amount3,Coin4,Price4,Amount4,Amount
init,init,WETH,init,init,WBTC,init,init,USDCe,init,init,POL,init,init,
init,Script Started,WETH,3096.410312,0.0818521096492707,WBTC,1833033.567207,0.00170255,USDCe,1,109.674381,POL,,,12.506407211513652
init,Script Started,WETH,3089.836078,0.06993237455843958,WBTC,1709930.808429,0.00170255,USDCe,1,146.621934,POL,,,12.116854940833605
init,Script Started,WETH,3090.927195,0.06993237455843958,WBTC,1708038.80347,0.00170255,USDCe,1,146.621934,POL,,,12.116854940833605
init,Arb Attempted,WETH,3113.038723,0.06978368071025262,WBTC,1808113.83423,0.00170255,USDCe,1,146.971625,POL,,,11.679319901779122
init,Script Started,WETH,3081.834629,0.06978368071025262,WBTC,1702071.464938,0.00170255,USDCe,1,146.971625,POL,,,11.679319901779122
init,Script Started,WETH,3069.476867,0.06978368071025262,WBTC,1811911.927578,0.00170255,USDCe,1,146.971625,POL,,,11.679319901779122
init,Script Started,WETH,3078.777818,0.06978368071025262,WBTC,1773659.6775,0.00170255,USDCe,1,146.971625,POL,,,11.679319901779122
