Timestamp,Event,Coin1,Price1,Amount1,Coin2,Price2,Amount2,Coin3,Price3,Amount3,Coin4,Price4,Amount4,Amount
init,init,WETH,init,init,WBTC,init,init,USDCe,init,init,POL,init,init,
init,Script Started,WETH,3307.533058,0.06978368071025262,WBTC,1930678.512659,0.00170255,USDCe,1,146.971625,POL,,,11.679319901779122
init,Script Started,WETH,3266.731556,0.06978368071025262,WBTC,1920018.855389,0.00170255,USDCe,1,146.971625,POL,,,11.679319901779122
init,Script Started,WETH,3303.488422,0.06978368071025262,WBTC,1963093.815371,0.00170255,USDCe,1,146.971625,POL,,,11.679319901779122
init,Script Started,WETH,3323.135761,0.06978368071025262,WBTC,1943231.892094,0.00170255,USDCe,1,146.971625,POL,,,11.679319901779122
