Timestamp,Event,Coin1,Price1,Amount1,Coin2,Price2,Amount2,Coin3,Price3,Amount3,Coin4,Price4,Amount4,Amount
init,init,WETH,init,init,WBTC,init,init,USDCe,init,init,POL,init,init,
init,Script Started,WETH,3091.489657,0.06373439683210341,WBTC,1802591.285531,0.00170255,USDCe,1,165.674381,POL,,,12.54931424943648
init,Arb Attempted,WETH,3089.957204,0.0818521096492707,WBTC,1805570.70381,0.00170255,USDCe,1,109.674381,POL,,,12.506407211513652
init,Script Started,WETH,3108.702203,0.0818521096492707,WBTC,1814447.126279,0.00170255,USDCe,1,109.674381,POL,,,12.506407211513652
init,Script Started,WETH,3110.980324,0.0818521096492707,WBTC,1788556.671851,0.00170255,USDCe,1,109.674381,POL,,,12.506407211513652
init,Script Started,WETH,3112.859446,0.0818521096492707,WBTC,1704175.0406,0.00170255,USDCe,1,109.674381,POL,,,12.506407211513652
