Timestamp,Event,Trade ID,Symbolin,Quantity,SymbolOut,Price,GasPrice,GasEstimate,SymbolIn
init,init,init,,init,init,init,init,init,init
2024-11-21 08:05:53,Script Started,,,,,,,,
2024-11-21 10:53:15,Script Started,,,,,,,,
2024-11-21 11:16:58,Script Started,,,,,,,,
2024-11-21 11:34:46,Script Started,,,,,,,,
